time, rfu, kV, uA
84.814,0.001123489,9579.131,0
84.939,0.001111316,9581.784,0
85.064,0.00111308,9579.165,0
85.189,0.001103416,9581.726,0
85.314,0.001142203,9579.258,0
85.439,0.001112773,9581.734,0
85.564,0.001144389,9579.233,0
85.69,0.001134465,9581.766,0
85.815,0.001128087,9579.225,0
85.94,0.001117403,9581.786,0
86.065,0.001130127,9579.196,0
86.19,0.001117467,9581.723,0
86.315,0.001140034,9579.177,0
86.44,0.001116771,9581.788,0
86.565,0.001129123,9579.212,0
86.69,0.001099061,9581.81,0
86.815,0.001120106,9579.179,0
86.94,0.001095743,9581.726,0
87.066,0.001119944,9579.124,0
87.191,0.001100259,9581.76,0
87.316,0.001113744,9579.244,0
87.441,0.00110157,9581.781,0
87.566,0.001087584,9579.151,0
87.691,0.00111491,9581.885,0
87.816,0.001112935,9579.072,0
87.941,0.001089316,9581.816,0
88.066,0.001104161,9579.176,0
88.191,0.001101101,9581.756,0
88.317,0.001104517,9579.221,0
88.442,0.001096973,9581.843,0
88.567,0.001096018,9578.975,0
88.692,0.00108603,9581.966,0
88.817,0.001101457,9579.011,0
88.942,0.00109503,9581.98,0
89.067,0.001098414,9578.947,0
89.192,0.001093023,9581.906,0
89.317,0.00109571,9579.132,0
89.442,0.001096698,9581.736,0
89.567,0.00108985,9579.183,0
89.693,0.00107248,9581.876,0
89.818,0.001097021,9578.963,0
89.943,0.001089283,9581.98,0
90.068,0.001098592,9579.08,0
90.193,0.001085301,9581.854,0
90.318,0.001124849,9579.112,0
90.443,0.001080169,9581.874,0
90.568,0.001106314,9579.075,0
90.693,0.001098802,9581.828,0
90.818,0.001097944,9579.095,0
90.943,0.00109796,9581.867,0
91.069,0.00109605,9579.112,0
91.194,0.00110102,9581.801,0
91.319,0.001095613,9579.155,0
91.444,0.001080445,9581.862,0
91.569,0.00110994,9579.063,0
91.694,0.001086693,9581.868,0
91.819,0.001096503,9579.04,0
91.944,0.001098559,9581.905,0
92.069,0.00111151,9579.077,0
92.194,0.001085366,9581.805,0
92.32,0.001101473,9579.098,0
92.445,0.001092813,9581.945,0
92.57,0.001085026,9578.963,0
92.695,0.001094577,9582.011,0
92.82,0.001100081,9578.97,0
92.945,0.001082598,9581.998,0
93.07,0.001093347,9578.982,0
93.195,0.00110395,9581.999,0
93.32,0.00111198,9578.924,0
93.445,0.001086386,9582.013,0
93.57,0.001104954,9578.935,0
93.696,0.001097102,9582.02,0
93.821,0.001082776,9578.99,0
93.946,0.001077191,9581.978,0
94.071,0.00108713,9578.925,0
94.196,0.001089801,9582.047,0
94.321,0.001098236,9579.046,0
94.446,0.001081303,9581.846,0
94.571,0.001092634,9579.073,0
94.696,0.001071541,9581.85,0
94.821,0.001082889,9579.062,0
94.946,0.001087422,9581.976,0
95.072,0.001095273,9578.986,0
95.197,0.001078988,9581.906,0
95.322,0.00109401,9579.05,0
95.447,0.001085333,9581.905,0
95.572,0.001074018,9579.048,0
95.697,0.001093525,9581.974,0
95.822,0.001080736,9579.025,0
95.947,0.001068012,9581.893,0
96.072,0.001081157,9579.032,0
96.197,0.001066749,9581.972,0
96.323,0.001105164,9579.035,0
96.448,0.001078405,9581.964,0
96.573,0.001102153,9579.014,0
96.698,0.001075281,9581.939,0
96.823,0.00108726,9578.96,0
96.948,0.001073581,9582.019,0
97.073,0.001084103,9578.952,0
97.198,0.001087001,9582.047,0
97.323,0.001096002,9578.995,0
97.448,0.001073985,9581.986,0
97.573,0.001112838,9578.881,0
97.699,0.001084767,9582.051,0
97.824,0.001100777,9578.874,0
97.949,0.001082403,9581.968,0
98.074,0.001115314,9579.027,0
98.199,0.00109482,9581.95,0
98.324,0.001100292,9578.995,0
98.449,0.001084799,9582.109,0
98.574,0.001098737,9578.766,0
98.699,0.001105844,9582.105,0
98.824,0.001082144,9578.885,0
98.95,0.001098058,9582.14,0
99.075,0.001090773,9578.738,0
99.2,0.001086062,9582.195,0
99.325,0.001089041,9578.887,0
99.45,0.001100162,9582.048,0
99.575,0.001122567,9578.902,0
99.7,0.001071671,9582.145,0
99.825,0.001080833,9578.799,0
99.95,0.001080963,9582.138,0
100.075,0.001109826,9578.832,0
100.2,0.001083812,9582.161,0
100.326,0.001105925,9578.779,0
100.451,0.001099774,9582.177,0
100.576,0.001104517,9578.782,0
100.701,0.001292755,9582.167,0
100.826,0.00111457,9578.854,0
100.951,0.001095726,9582.176,0
101.076,0.001108904,9578.721,0
101.201,0.001095289,9582.302,0
101.326,0.001109244,9578.718,0
101.451,0.001087049,9582.234,0
101.576,0.001105213,9578.717,0
101.702,0.001087859,9582.284,0
101.827,0.001085204,9578.754,0
101.952,0.001098122,9582.099,0
102.077,0.001111591,9578.812,0
102.202,0.001086402,9582.22,0
102.327,0.001102331,9578.775,0
102.452,0.001096423,9582.264,0
102.577,0.001135647,9578.746,0
102.702,0.001115428,9582.137,0
102.827,0.001148128,9578.928,0
102.953,0.001150734,9582.186,0
103.078,0.001172864,9578.683,0
103.203,0.001224424,9582.333,0
103.328,0.001294341,9578.838,0
103.453,0.001364016,9582.063,0
103.578,0.001510796,9578.917,0
103.703,0.001703308,9582.212,0
103.828,0.001988304,9578.926,0
103.953,0.002358224,9582.198,0
104.078,0.002833514,9578.951,0
104.203,0.003367843,9582.227,0
104.329,0.004121023,9578.934,0
104.454,0.005059608,9582.318,0
104.579,0.006137461,9579.107,0
104.704,0.007461749,9582.292,0
104.829,0.009027309,9579.224,0
104.954,0.010598082,9582.577,0
105.079,0.01236734,9579.127,0
105.204,0.014102246,9582.685,0
105.329,0.015967226,9579.357,0
105.454,0.017735577,9582.79,0
105.58,0.019472976,9579.314,0
105.705,0.021145735,9582.859,0
105.83,0.022580833,9579.325,0
105.955,0.023453402,9582.958,0
106.08,0.0241061,9579.449,0
106.205,0.024055722,9582.825,0
106.33,0.023520907,9579.279,0
106.455,0.022766692,9582.728,0
106.58,0.02173708,9579.176,0
106.705,0.02075006,9582.661,0
106.83,0.019566642,9579.098,0
106.956,0.018269161,9582.474,0
107.081,0.016848002,9578.909,0
107.206,0.015288691,9582.386,0
107.331,0.013864957,9578.927,0
107.456,0.012343057,9582.231,0
107.581,0.010895073,9578.867,0
107.706,0.00934159,9582.157,0
107.831,0.008083884,9578.771,0
107.956,0.007050241,9582.107,0
108.081,0.00615768,9578.728,0
108.206,0.005301348,9582.059,0
108.332,0.004626893,9578.738,0
108.457,0.004026693,9582.099,0
108.582,0.003601506,9578.658,0
108.707,0.003192119,9582.223,0
108.832,0.00290709,9578.725,0
108.957,0.002642411,9582.08,0
109.082,0.002435621,9578.807,0
109.207,0.002231048,9582.193,0
109.332,0.002083006,9578.634,0
109.457,0.001971937,9582.26,0
109.583,0.00191625,9578.745,0
109.708,0.001858198,9582.098,0
109.833,0.001797735,9578.7,0
109.958,0.001734373,9582.297,0
110.083,0.00169332,9578.68,0
110.208,0.001658887,9582.152,0
110.333,0.00163161,9578.846,0
110.458,0.001584566,9582.237,0
110.583,0.001565674,9578.794,0
110.708,0.001528263,9582.176,0
110.833,0.001533249,9578.77,0
110.959,0.001487371,9582.21,0
111.084,0.001494413,9578.737,0
111.209,0.001487744,9582.289,0
111.334,0.001491483,9578.781,0
111.459,0.001430744,9582.251,0
111.584,0.001465582,9578.784,0
111.709,0.001439179,9582.239,0
111.834,0.001415446,9578.67,0
111.959,0.001393285,9582.329,0
112.084,0.001396409,9578.769,0
112.209,0.001392637,9582.286,0
112.335,0.001364987,9578.746,0
112.46,0.001373211,9582.196,0
112.585,0.001340381,9578.722,0
112.71,0.001334537,9582.258,0
112.835,0.001323739,9578.682,0
112.96,0.001335719,9582.343,0
113.085,0.001324921,9578.844,0
113.21,0.001293516,9582.102,0
113.335,0.001300509,9578.8,0
113.46,0.001275498,9582.275,0
113.586,0.001302144,9578.628,0
113.711,0.001261058,9582.352,0
113.836,0.001296284,9578.775,0
113.961,0.001272244,9582.167,0
114.086,0.00126258,9578.758,0
114.211,0.001244433,9582.284,0
114.336,0.001254842,9578.635,0
114.461,0.001230673,9582.344,0
114.586,0.001251491,9578.75,0
114.711,0.001237876,9582.237,0
114.836,0.001230786,9578.779,0
114.962,0.001232437,9582.209,0
115.087,0.001225913,9578.733,0
115.212,0.001211748,9582.264,0
115.337,0.001230834,9578.777,0
115.462,0.001204383,9582.147,0
115.587,0.001217058,9578.833,0
115.712,0.001195317,9582.094,0
115.837,0.001210453,9578.814,0
115.962,0.001199915,9582.224,0
116.087,0.001209838,9578.866,0
116.213,0.001187239,9582.24,0
116.338,0.001201161,9578.668,0
116.463,0.001183581,9582.267,0
116.588,0.001182917,9578.635,0
116.713,0.001172297,9582.398,0
116.838,0.001185782,9578.611,0
116.963,0.001169497,9582.28,0
117.088,0.00119692,9578.704,0
117.213,0.001156255,9582.396,0
117.338,0.001182804,9578.675,0
117.463,0.001175567,9582.321,0
117.589,0.001181622,9578.755,0
117.714,0.001158262,9582.219,0
117.839,0.001175179,9578.669,0
117.964,0.001152726,9582.31,0
118.089,0.001167149,9578.657,0
118.214,0.001156255,9582.416,0
118.339,0.00116116,9578.705,0
118.464,0.001154085,9582.047,0
118.589,0.001176636,9578.898,0
118.714,0.001149358,9582.252,0
118.839,0.001158035,9578.711,0
118.965,0.001152612,9582.282,0
119.09,0.001162034,9578.797,0
119.215,0.001146801,9582.254,0
119.34,0.001154587,9578.745,0
119.465,0.001143223,9582.138,0
119.59,0.001149796,9578.872,0
119.715,0.00114162,9582.28,0
119.84,0.00113869,9578.674,0
119.965,0.001141329,9582.331,0
120.09,0.001137169,9578.607,0
120.216,0.001132506,9582.32,0
120.341,0.001151544,9578.746,0
120.466,0.001111656,9582.293,0
120.591,0.001154312,9578.64,0
120.716,0.001125643,9582.254,0
120.841,0.001141361,9578.743,0
120.966,0.00114999,9582.34,0
121.091,0.001136602,9578.708,0
121.216,0.00111839,9582.304,0
121.341,0.001142721,9578.715,0
121.466,0.001122211,9582.266,0
121.592,0.00113228,9578.623,0
121.717,0.001125044,9582.346,0
121.842,0.001134514,9578.723,0
121.967,0.001131341,9582.321,0
122.092,0.001155559,9578.645,0
122.217,0.001127472,9582.317,0
122.342,0.001126581,9578.695,0
122.467,0.001105893,9582.287,0
122.592,0.001145619,9578.693,0
122.717,0.001113129,9582.392,0
122.843,0.001138723,9578.726,0
122.968,0.001118261,9582.295,0
123.093,0.001150087,9578.627,0
123.218,0.001115233,9582.34,0
123.343,0.00112472,9578.652,0
123.468,0.001110069,9582.387,0
123.593,0.001126144,9578.729,0
123.718,0.001104015,9582.087,0
123.843,0.001126824,9578.643,0
123.968,0.00112527,9582.209,0
124.093,0.001141086,9578.76,0
124.219,0.001109001,9582.276,0
124.344,0.001119653,9578.877,0
124.469,0.001131697,9582.26,0
124.594,0.001134659,9578.717,0
124.719,0.001103837,9582.21,0
124.844,0.001125238,9578.807,0
124.969,0.001102347,9582.223,0
125.094,0.001110846,9578.765,0
125.219,0.001095079,9582.193,0
125.344,0.001125999,9578.693,0
125.469,0.001105294,9582.305,0
125.595,0.0011141,9578.785,0
125.72,0.001098576,9582.186,0
125.845,0.001112012,9578.73,0
125.97,0.001109292,9582.184,0
126.095,0.00111941,9578.83,0
126.22,0.001091339,9582.226,0
126.345,0.001131325,9578.804,0
126.47,0.001114408,9582.142,0
126.595,0.00112098,9578.77,0
126.72,0.001110571,9582.245,0
126.846,0.001106022,9578.781,0
126.971,0.001113113,9582.245,0
127.096,0.00112888,9578.849,0
127.221,0.001117273,9582.116,0
127.346,0.001115298,9578.806,0
127.471,0.001097604,9582.157,0
127.596,0.001119475,9578.788,0
127.721,0.001097281,9582.2,0
127.846,0.00112718,9578.892,0
127.971,0.001106055,9581.969,0
128.096,0.001106103,9578.952,0
128.222,0.001111186,9582.13,0
128.347,0.001127099,9578.798,0
128.472,0.001102299,9582.148,0
128.597,0.001112643,9578.926,0
128.722,0.001098705,9582.029,0
128.847,0.00110769,9578.843,0
128.972,0.001097475,9582.068,0
129.097,0.001106864,9578.911,0
129.222,0.001115347,9582.119,0
129.347,0.001134805,9579.027,0
129.472,0.001105019,9582.006,0
129.598,0.001117484,9579.017,0
129.723,0.001101927,9581.993,0
129.848,0.001120203,9578.948,0
129.973,0.001114375,9582.078,0
130.098,0.001101101,9578.999,0
130.223,0.00109108,9581.932,0
130.348,0.001105666,9579.048,0
130.473,0.001118665,9581.957,0
130.598,0.001111607,9579.019,0
130.723,0.001097054,9581.933,0
130.849,0.001106492,9578.944,0
130.974,0.001093282,9581.985,0
131.099,0.001121158,9578.977,0
131.224,0.001107641,9581.971,0
131.349,0.0011175,9579.132,0
131.474,0.001118147,9581.993,0
131.599,0.001123927,9578.998,0
131.724,0.001111073,9581.872,0
131.849,0.001106913,9579.023,0
131.974,0.001110943,9581.999,0
132.099,0.001123133,9579.069,0
132.225,0.001108693,9581.848,0
132.35,0.001127083,9579.175,0
132.475,0.001102655,9581.913,0
132.6,0.001114586,9578.962,0
132.725,0.001120818,9582.066,0
132.85,0.001117338,9579.086,0
132.975,0.001111818,9581.808,0
133.1,0.001112158,9578.956,0
133.225,0.001115298,9582.1,0
133.35,0.001098867,9579.108,0
133.476,0.001100049,9581.948,0
133.601,0.001111381,9578.951,0
133.726,0.001098365,9582.025,0
133.851,0.001117629,9579.028,0
133.976,0.00111117,9581.996,0
134.101,0.00111342,9579.089,0
134.226,0.001105585,9581.902,0
134.351,0.001113809,9579.05,0
134.476,0.001098964,9581.881,0
134.601,0.001097734,9578.989,0
134.726,0.001086127,9581.998,0
134.852,0.001102914,9579.1,0
134.977,0.001083067,9581.895,0
135.102,0.001107868,9579.037,0
135.227,0.00108726,9581.852,0
135.352,0.001095953,9579.116,0
135.477,0.001102105,9581.965,0
135.602,0.001108402,9579.121,0
135.727,0.001099919,9581.711,0
135.852,0.001106961,9579.19,0
135.977,0.001112125,9581.745,0
136.102,0.00110845,9579.199,0
136.228,0.001069582,9581.926,0
136.353,0.001112352,9579.183,0
136.478,0.001118099,9581.703,0
136.603,0.001095079,9579.174,0
136.728,0.00108556,9581.901,0
136.853,0.001101635,9579.23,0
136.978,0.001112918,9581.689,0
137.103,0.001104533,9579.31,0
137.228,0.001092715,9581.832,0
137.353,0.001110684,9579.245,0
137.479,0.001098268,9581.698,0
137.604,0.001110231,9579.147,0
137.729,0.001100113,9581.838,0
137.854,0.001112757,9579.197,0
137.979,0.001092278,9581.785,0
138.104,0.001107204,9579.17,0
138.229,0.001093897,9581.797,0
138.354,0.001101279,9579.185,0
138.479,0.001115751,9581.832,0
138.604,0.001090239,9579.178,0
138.729,0.001109244,9581.755,0
138.855,0.001099191,9579.156,0
138.98,0.001094755,9581.825,0
139.105,0.001126112,9579.174,0
139.23,0.001096876,9581.832,0
139.355,0.001095014,9579.222,0
139.48,0.001113955,9581.756,0
139.605,0.001123538,9579.304,0
139.73,0.00110701,9581.572,0
139.855,0.001119734,9579.413,0
139.98,0.001113955,9581.692,0
140.106,0.001114262,9579.334,0
140.231,0.001108353,9581.606,0
140.356,0.001110733,9579.356,0
140.481,0.00110034,9581.679,0
140.606,0.001127391,9579.36,0
140.731,0.001121952,9581.698,0
140.856,0.001123182,9579.391,0
140.981,0.001118649,9581.535,0
141.106,0.001106395,9579.509,0
141.231,0.00112077,9581.612,0
141.356,0.00111478,9579.479,0
141.482,0.00110947,9581.457,0
141.607,0.001119523,9579.516,0
141.732,0.001113469,9581.486,0
141.857,0.001100518,9579.541,0
141.982,0.001107301,9581.53,0
142.107,0.001111882,9579.522,0
142.232,0.001096034,9581.535,0
142.357,0.001122437,9579.465,0
142.482,0.001113517,9581.386,0
142.607,0.001106265,9579.608,0
142.732,0.001101732,9581.372,0
142.858,0.001133413,9579.635,0
142.983,0.001101279,9581.508,0
143.108,0.001113696,9579.514,0
143.233,0.001121693,9581.396,0
143.358,0.001126225,9579.659,0
143.483,0.001098236,9581.299,0
143.608,0.001127812,9579.709,0
143.733,0.001130888,9581.426,0
143.858,0.001113372,9579.576,0
143.983,0.001112109,9581.417,0
144.109,0.001130386,9579.647,0
144.234,0.001122631,9581.252,0
144.359,0.001128184,9579.743,0
144.484,0.001102153,9581.39,0
144.609,0.001112271,9579.665,0
144.734,0.001126371,9581.337,0
144.859,0.001100988,9579.704,0
144.984,0.001119879,9581.234,0
145.109,0.001108483,9579.77,0
145.234,0.001133915,9581.334,0
145.359,0.001119572,9579.81,0
145.485,0.001131147,9581.168,0
145.61,0.001123457,9579.658,0
145.735,0.001105197,9581.247,0
145.86,0.001125821,9579.896,0
145.985,0.001112012,9581.196,0
146.11,0.001102267,9579.751,0
146.235,0.001129754,9581.224,0
146.36,0.001113177,9579.817,0
146.485,0.001086677,9581.101,0
146.61,0.001117824,9579.873,0
146.735,0.0011158,9581.203,0
146.861,0.001121029,9579.827,0
146.986,0.001122065,9581.054,0
147.111,0.001104015,9579.981,0
147.236,0.001113339,9581.149,0
147.361,0.00113814,9579.976,0
147.486,0.001099514,9581.079,0
147.611,0.001101651,9579.89,0
147.736,0.001125351,9581.093,0
147.861,0.001122631,9579.965,0
147.986,0.001111105,9581.023,0
148.112,0.00110735,9580.026,0
148.237,0.001090239,9580.956,0
148.362,0.001116269,9579.999,0
148.487,0.001102008,9581.004,0
148.612,0.001107058,9580.099,0
148.737,0.001103141,9580.885,0
148.862,0.001095354,9580.158,0
148.987,0.001082112,9580.727,0
149.112,0.001107479,9580.276,0
149.237,0.00111512,9580.766,0
149.362,0.001115072,9580.177,0
149.488,0.001092942,9580.901,0
149.613,0.001095451,9580.201,0
149.738,0.001104063,9580.654,0
149.863,0.001116609,9580.208,0
149.988,0.001123959,9580.9,0
150.113,0.001119394,9580.282,0
150.238,0.001100988,9580.623,0
150.363,0.001103788,9580.421,0
150.488,0.001118827,9580.715,0
150.613,0.001113161,9580.301,0
150.739,0.001107592,9580.689,0
150.864,0.001112724,9580.381,0
150.989,0.00110476,9580.65,0
151.114,0.001108531,9580.298,0
151.239,0.001091404,9580.662,0
151.364,0.001110701,9580.428,0
151.489,0.001107155,9580.626,0
151.614,0.001098754,9580.45,0
151.739,0.001095921,9580.53,0
151.864,0.001107544,9580.34,0
151.989,0.001115201,9580.521,0
152.115,0.001104565,9580.577,0
152.24,0.001097588,9580.41,0
152.365,0.001095273,9580.648,0
152.49,0.001114294,9580.43,0
152.615,0.001086871,9580.641,0
152.74,0.001105229,9580.283,0
152.865,0.001102493,9580.7,0
152.99,0.001107803,9580.247,0
153.115,0.001106848,9580.725,0
153.24,0.001099984,9580.357,0
153.365,0.001098754,9580.728,0
153.491,0.001110604,9580.265,0
153.616,0.001081902,9580.763,0
153.741,0.001092246,9580.1,0
153.866,0.001109438,9580.886,0
153.991,0.001100243,9580.218,0
154.116,0.001094431,9580.756,0
154.241,0.001100631,9580.234,0
154.366,0.001097701,9580.769,0
154.491,0.00111083,9580.204,0
154.616,0.001106168,9580.871,0
154.742,0.001104501,9580.136,0
154.867,0.001096309,9580.775,0
154.992,0.001093622,9580.233,0
155.117,0.001113825,9580.902,0
155.242,0.00110701,9580.093,0
155.367,0.001094027,9580.967,0
155.492,0.00111389,9580.101,0
155.617,0.001094949,9580.832,0
155.742,0.001099968,9580.119,0
155.867,0.001105472,9580.99,0
155.992,0.001119345,9580.043,0
156.118,0.001103319,9581.064,0
156.243,0.001114327,9579.953,0
156.368,0.0011017,9580.973,0
156.493,0.001109325,9579.967,0
156.618,0.001104581,9581.13,0
156.743,0.001117467,9579.894,0
156.868,0.001102995,9581.172,0
156.993,0.001104711,9579.832,0
157.118,0.001114473,9581.225,0
157.243,0.001114586,9579.737,0
157.369,0.001105002,9581.313,0
157.494,0.001092683,9579.704,0
157.619,0.001119426,9581.335,0
157.744,0.001106799,9579.757,0
157.869,0.001081464,9581.24,0
157.994,0.001104371,9579.674,0
158.119,0.001088749,9581.296,0
158.244,0.001117046,9579.732,0
158.369,0.001100761,9581.301,0
158.494,0.001124056,9579.723,0
158.619,0.001088425,9581.331,0
158.745,0.001103562,9579.645,0
158.87,0.001097135,9581.365,0
158.995,0.001106718,9579.647,0
159.12,0.001105197,9581.428,0
159.245,0.001116998,9579.469,0
159.37,0.001112174,9581.528,0
159.495,0.00111389,9579.596,0
159.62,0.001094269,9581.415,0
159.745,0.001119604,9579.554,0
159.87,0.001108208,9581.446,0
159.995,0.001116949,9579.385,0
160.121,0.001099984,9581.666,0
160.246,0.001103351,9579.436,0
160.371,0.001117694,9581.579,0
160.496,0.001115395,9579.455,0
160.621,0.001118698,9581.594,0
160.746,0.001124396,9579.305,0
160.871,0.001129787,9581.724,0
160.996,0.001109389,9579.277,0
161.121,0.001100389,9581.737,0
161.246,0.001134837,9579.324,0
161.372,0.001114586,9581.705,0
161.497,0.001119718,9579.232,0
161.622,0.001104565,9581.743,0
161.747,0.00112438,9579.222,0
161.872,0.001115638,9581.806,0
161.997,0.001105116,9579.241,0
162.122,0.001094302,9581.835,0
162.247,0.001124526,9579.203,0
162.372,0.001108693,9581.775,0
162.497,0.001132474,9579.1,0
162.622,0.001109746,9581.962,0
162.748,0.001123214,9579.045,0
162.873,0.001099725,9581.953,0
162.998,0.001126047,9579.105,0
163.123,0.001113679,9581.861,0
163.248,0.001151414,9579.091,0
163.373,0.001133186,9581.887,0
163.498,0.001109988,9579.127,0
163.623,0.001103464,9581.839,0
163.748,0.001099595,9579.185,0
163.873,0.001106119,9581.944,0
163.998,0.001113356,9579.07,0
164.124,0.001110587,9581.903,0
164.249,0.001119863,9579.094,0
164.374,0.001107107,9581.89,0
164.499,0.001122567,9579.108,0
164.624,0.001116237,9582.063,0
164.749,0.001120996,9578.909,0
164.874,0.001100405,9582.132,0
164.999,0.001127213,9578.919,0
165.124,0.001099029,9582.116,0
165.249,0.001109567,9578.765,0
165.375,0.001101716,9582.252,0
165.5,0.001130046,9578.74,0
165.625,0.001091485,9582.236,0
165.75,0.001103303,9578.685,0
165.875,0.001108742,9582.316,0
166,0.001108175,9578.648,0
